"FilePath","Keywords","FileName"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\2025-枣阳市法院襄阳中院-无证驾驶被撞非事故成因-格式条款免责争议-胜诉.md","无证驾驶 近因原则 格式条款 免责条款 交通事故 对方全责","2025-枣阳市法院襄阳中院-无证驾驶被撞非事故成因-格式条款免责争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\2025-沪74民终177号-格式条款免责争议-胜诉.md","建筑工程团体意外险 免赔额 格式条款 提示说明义务 伤残鉴定 保险法第十七条","2025-沪74民终177号-格式条款免责争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\2025-浙0726民初4414-格式条款免责争议-胜诉.md","车辆未年检 免责条款 提示说明义务 驾乘险 座位险 因果关系","2025-浙0726民初4414-格式条款免责争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\2025-粤01民终21185-其他争议-二审维持.md","其他争议、驾乘意外险、交通事故、溺水死亡、诉讼时效、匿名案件","2025-粤01民终21185-其他争议-二审维持"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\2025-豫0727民初2373-格式条款免责争议-胜诉.md","意外险 团体意外险 高空作业 安全措施 工伤 格式条款","2025-豫0727民初2373-格式条款免责争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\2025-豫10民终2652-其他争议-胜诉.md","顺风车 营运车辆 危险程度显著增加 驾乘险 举证责任","2025-豫10民终2652-其他争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\2025-辽宁朝阳市中院-格式条款免责争议-胜诉.md","保险权益转让 人身保险 债权转让 评残标准 格式条款 提示说明义务 雇员","2025-辽宁朝阳市中院-格式条款免责争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\2025-陕西凤县-格式条款免责争议-胜诉.md","格式条款 免责条款 提示说明义务 续保 学幼意外险 既往病症 白血病","2025-陕西凤县-格式条款免责争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\2025-鲁06民终5866-格式条款免责争议-胜诉.md","伤残评定标准 行业标准 国家标准 免责条款 提示说明义务 团体意外险","2025-鲁06民终5866-格式条款免责争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\2025-鲁06民终5918-格式条款免责争议-胜诉.md","诉讼时效 团体意外险 比例赔付 伤残鉴定 提示说明义务","2025-鲁06民终5918-格式条款免责争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\2025-鲁0902民初6153-格式条款免责争议-胜诉.md","意外险 意外身故 失温死亡 精神障碍 免责条款 ICD-10 明确说明义务","2025-鲁0902民初6153-格式条款免责争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\2026-北京金融法院-众包骑手猝死60万-格式条款免责争议-胜诉.md","众包骑手 实际投保人 隐性免责条款 工作时间和工作岗位 猝死 提示说明义务 格式条款","2026-北京金融法院-众包骑手猝死60万-格式条款免责争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\2026-厦门思明中院-外卖骑手未年检拒赔-胜诉.md","外卖骑手 骑士综合险 未年检 无有效行驶证 格式条款免责 因果关系 加粗加黑提示 说明义务","2026-厦门思明中院-外卖骑手未年检拒赔-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\2026-广西钦州钦北区法院-电动车机动车免责争议-胜诉.md","电动车 机动车 格式条款 免责条款 不利解释原则 普通人认知标准","2026-广西钦州钦北区法院-电动车机动车免责争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\03-职业类别变更争议\判例\2022-冀0922民初406-职业类别变更争议-胜诉.md","职业类别 提示说明义务 意外险 司法鉴定 非医保用药 营运车司机","2022-冀0922民初406-职业类别变更争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\03-职业类别变更争议\判例\2024-河南三门峡中院-砌墙工与投保工种不符-危险性未举证-胜诉.md","职业类别变更 工种不符 危险程度显著增加 举证责任 砌墙工 团体意外险","2024-河南三门峡中院-砌墙工与投保工种不符-危险性未举证-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\03-职业类别变更争议\判例\2025-北京东城法院-临时焊接作业不构成职业变更-胜诉.md","职业类别变更 临时性工作 焊接作业 提示说明义务 意外险","2025-北京东城法院-临时焊接作业不构成职业变更-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\03-职业类别变更争议\判例\2025-北京金融法院-互联网投保宽进严出拒赔无效-胜诉.md","职业类别变更 互联网投保 宽进严出 主动询问 放弃审核 职业选项","2025-北京金融法院-互联网投保宽进严出拒赔无效-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\04-违法行为免责争议\判例\2017-苏06民终151-醉酒驾驶多因一果按比例赔付-部分胜诉.md","多因一果, 比例赔付, 醉酒驾驶, 原因力比例, 保险法司法解释三第二十五条","2017-苏06民终151-醉酒驾驶多因一果按比例赔付-部分胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\04-违法行为免责争议\判例\2022-冀0183民初5181-违法行为免责争议-胜诉.md","免责条款 提示说明义务 无证驾驶 格式条款 举证责任","2022-冀0183民初5181-违法行为免责争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\04-违法行为免责争议\判例\2024-冀0635民初3655-违法行为免责争议-胜诉.md","酒驾 无证驾驶 违法行为免责 互联网投保 提示义务 近因原则 意外险 人脸识别","2024-冀0635民初3655-违法行为免责争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\04-违法行为免责争议\判例\2024-河南华龙区法院-醉驾商业险免责有效-败诉参考.md","违法行为免责 醉驾 败诉参考 提示义务 加粗加黑 法律禁止性行为","2024-河南华龙区法院-醉驾商业险免责有效-败诉参考"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\04-违法行为免责争议\判例\2024-湖北建始县法院-酒驾商业险免责有效-败诉参考.md","违法行为免责 酒驾 商业险 交强险 败诉参考 提示义务 法律禁止性行为","2024-湖北建始县法院-酒驾商业险免责有效-败诉参考"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\04-违法行为免责争议\判例\2024-辽宁兴隆台法院-电动车属非机动车-无证驾驶免责不适用-胜诉.md","违法行为免责 电动车 非机动车 无证驾驶 免责条款 不利解释","2024-辽宁兴隆台法院-电动车属非机动车-无证驾驶免责不适用-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\04-违法行为免责争议\判例\2025-冀06民终259-违法行为免责争议-调解.md","酒驾 无证驾驶 二审调解 意外险 互联网投保 提示义务 近因原则","2025-冀06民终259-违法行为免责争议-调解"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\04-违法行为免责争议\判例\2025-山东某法院-无证驾驶非事故成因-近因原则-胜诉.md","违法行为免责 无证驾驶 因果关系 近因原则 大货车全责","2025-山东某法院-无证驾驶非事故成因-近因原则-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\04-违法行为免责争议\判例\2025-沪74民终119号-醉驾商业险拒赔-提示义务未履行-胜诉.md","违法行为免责 醉驾 提示义务 回溯视频 商业险 交强险","2025-沪74民终119号-醉驾商业险拒赔-提示义务未履行-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\04-违法行为免责争议\判例\2025-豫09民终2665-违法行为免责争议-二审维持.md","违法行为免责争议、意外险、醉酒、交通事故、吸入性窒息、因果关系、匿名案件","2025-豫09民终2665-违法行为免责争议-二审维持"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\04-违法行为免责争议\判例\2025-贵阳中院-醉酒摔跌80万-违法行为免责争议-胜诉.md","醉酒 酗酒 近因原则 二审改判 违法行为 免责条款 提示说明义务","2025-贵阳中院-醉酒摔跌80万-违法行为免责争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\05-投保人利益关系争议\判例\(2024)沪74民终1633号-劳动关系争议-胜诉.md","劳动关系 保险利益 举证责任 团体意外险 工伤","(2024)沪74民终1633号-劳动关系争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\05-投保人利益关系争议\判例\2012-黄浦民五商初1868-投保人利益关系争议-胜诉.md","受益人杀害被保险人, 保险金请求权, 继承人, 法定受益人, 故意杀人, 免责条款","2012-黄浦民五商初1868-投保人利益关系争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\05-投保人利益关系争议\判例\2018-川13民终1524号-建工团体险被保险人认定-胜诉.md","建工团体险,被保险人认定,劳动关系,不利解释原则,举证责任,农民工","2018-川13民终1524号-建工团体险被保险人认定-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\05-投保人利益关系争议\判例\2019-苏01民终9385号-名义投保人争议-胜诉.md","名义投保人,实际投保人,保险利益,团体意外险,保险合同效力","2019-苏01民终9385号-名义投保人争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\05-投保人利益关系争议\判例\2021-冀0183民初4434-投保人利益关系争议-胜诉.md","保险利益 合同无效 团体意外险 最大诚信原则 投保人关系 刑事犯罪","2021-冀0183民初4434-投保人利益关系争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\05-投保人利益关系争议\判例\2022-冀01民终8283-其他争议-二审维持.md","团体意外险 保险利益 合同效力 损害补偿原则 最大诚信","2022-冀01民终8283-其他争议-二审维持"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\05-投保人利益关系争议\判例\2023-冀0632民初3213-其他争议-胜诉.md","团体意外险 保险利益 被保险人清单 鉴定费","2023-冀0632民初3213-其他争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\06-其他争议\判例\158-2020粤0105民初23689号-重复购买多份保险-胜诉.md","重复购买,重复保险,损失补偿原则,意外险,互联网投保","158-2020粤0105民初23689号-重复购买多份保险-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\06-其他争议\判例\2011-闵民四商初135-其他争议-胜诉.md","近因原则 原因竞合 举证责任 意外伤害 脑出血 高血压","2011-闵民四商初135-其他争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\06-其他争议\判例\2012-金堂民初1820-学平险不适用损失补偿原则-胜诉.md","学生平安保险,学平险,损失补偿原则,人身保险,比例表,七级以下伤残,双重赔偿","2012-金堂民初1820-学平险不适用损失补偿原则-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\06-其他争议\判例\2017-京04民终31-多因一果原因力比例赔付-部分胜诉.md","多因一果，原因力比例，比例赔付，意外伤害，自身疾病，保险法司法解释三","2017-京04民终31-多因一果原因力比例赔付-部分胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\06-其他争议\判例\2018-闽02民终3564号-工伤保险护理期-胜诉.md","工伤保险待遇,护理期,停工留薪期,仲裁前置,不可分性","2018-闽02民终3564号-工伤保险护理期-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\06-其他争议\判例\2024-新疆柯坪法院-两份意外险叠加赔付-胜诉.md","意外险 叠加赔付 多份保险 猝死","2024-新疆柯坪法院-两份意外险叠加赔付-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\06-其他争议\判例\2024-江苏常熟法院-损失补偿原则-胜诉.md","意外险 损失补偿 双重赔偿 建筑工人","2024-江苏常熟法院-损失补偿原则-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\06-其他争议\判例\2025-内蒙古达拉特旗法院-双重赔偿-胜诉.md","意外险 损失补偿原则 双重赔偿 侵权","2025-内蒙古达拉特旗法院-双重赔偿-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\06-其他争议\判例\2025-南京六合法院-团体险变更生效时间-胜诉.md","意外险 团体险 被保险人变更 生效时间","2025-南京六合法院-团体险变更生效时间-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\06-其他争议\判例\2025-豫1426民初8829-其他争议-胜诉.md","意外险 其他争议 匿名案件 职业类别 意外伤害","2025-豫1426民初8829-其他争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\06-其他争议\判例\2025-豫17民终4233-其他争议-二审维持.md","其他争议、学生意外险、溺水死亡、自杀免责、举证责任、匿名案件","2025-豫17民终4233-其他争议-二审维持"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\06-其他争议\判例\2026-安徽潜山法院-侵权赔偿不折抵-胜诉.md","意外险 侵权赔偿 折抵 损失填平","2026-安徽潜山法院-侵权赔偿不折抵-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\07-受益人争议\判例\2024-桂0181民初XXXX-投保人非受益人无权主张-败诉.md","受益人争议 投保人 受益人 保险金请求权 诉讼主体资格","2024-桂0181民初XXXX-投保人非受益人无权主张-败诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\07-受益人争议\判例\受益人写妻子姓名身份关系变化认定未指定案.md","受益人 姓名 身份关系 离婚 司法解释三第9条 遗产","受益人写妻子姓名身份关系变化认定未指定案"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\07-受益人争议\判例\陈某多份保单指定与未指定受益人区分案.md","指定受益人 未指定受益人 遗产 保险金归属 保险法第42条 同一被保险人","陈某多份保单指定与未指定受益人区分案"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\08-意外定义争议\07-意外定义争议\判例\2026-宁夏固原中院-精神病人噎食窒息-意外定义争议-胜诉.md","意外伤害定义 噎食窒息 突发性 外来性 非本意性 精神疾病 因果关系 格式条款","2026-宁夏固原中院-精神病人噎食窒息-意外定义争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\08-意外定义争议\07-意外定义争议\判例\关于意外定义争议判例补充说明.md","精神障碍 免责条款 意外险 不利解释原则","关于意外定义争议判例补充说明"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\08-意外定义争议\07-意外定义争议\判例\出租屋内死亡猝死vs意外案.md","猝死 意外伤害 高度盖然性 举证责任 死因不明 双重责任","出租屋内死亡猝死vs意外案"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\08-意外定义争议\07-意外定义争议\判例\吃馒头噎死意外险认定案.md","猝死 噎死 意外伤害 免责条款 提示说明义务 死亡原因","吃馒头噎死意外险认定案"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\08-意外定义争议\07-意外定义争议\判例\外卖骑手猝死拒赔胜诉案.md","猝死 外卖骑手 免责条款 互联网投保 提示说明义务 高血压 60万","外卖骑手猝死拒赔胜诉案"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\08-意外定义争议\07-意外定义争议\判例\热射病死亡认定意外案.md","热射病 意外伤害 意外定义 不利解释原则 保险法第30条 中暑","热射病死亡认定意外案"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\08-意外定义争议\07-意外定义争议\判例\走路倒地死亡未尸检意外险案.md","未尸检 倒地 死因不明 意外伤害 监控 举证责任","走路倒地死亡未尸检意外险案"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\08-意外定义争议\07-意外定义争议\判例\醉酒摔跌死亡两全险二审改判案.md","酗酒 两全险 免责条款 明确说明 二审改判 80万","醉酒摔跌死亡两全险二审改判案"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\08-意外定义争议\07-意外定义争议\判例\马拉松猝死意外险认定案.md","马拉松 猝死 呼吸心跳骤停 意外伤害 举证责任 疾病 vs 意外","马拉松猝死意外险认定案"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\08-意外定义争议\07-意外定义争议\判例\高坠死亡意外险调解案.md","高坠 死亡证明 举证责任 意外险 调解 40万","高坠死亡意外险调解案"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\08-意外定义争议\判例\(2025)冀11民终1956号-其他争议-维持原判.md","意外险、司乘无忧、保险期间、缴费即生效、格式条款、猝死、创伤性猝死","(2025)冀11民终1956号-其他争议-维持原判"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\08-意外定义争议\判例\(2025)湘01民终13008号-意外伤害定义举证责任-维持原判赔20万.md","意外伤害定义, 举证责任分配, 剪刀剪耳, 九级伤残, 高度盖然性, 初步举证义务, 事后推测, 不利解释原则, 匿名案件","(2025)湘01民终13008号-意外伤害定义举证责任-维持原判赔20万"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\08-意外定义争议\判例\(2025)粤0304民初18018号-猝死24小时限制条款-败诉.md","意外定义争议 猝死 24小时限制条款 责任范围约定 免责条款 提示说明义务 败诉","(2025)粤0304民初18018号-猝死24小时限制条款-败诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\08-意外定义争议\判例\(2025)鲁06民终5922号-马拉松摔倒猝死呼吸心跳骤停-维持原判赔883315元.md","意外伤害定义, 呼吸心跳骤停, 猝死, 马拉松赛事, 死亡状态vs死因, 举证责任分配, 急性病, 团体意外险, 匿名案件","(2025)鲁06民终5922号-马拉松摔倒猝死呼吸心跳骤停-维持原判赔883315元"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\08-意外定义争议\判例\(2025)黑01民终7037号-其他争议-维持原判.md","意外险、代驾意外险、保险期间、后续治疗费、因果关系、延续治疗","(2025)黑01民终7037号-其他争议-维持原判"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\08-意外定义争议\判例\160-2020新2826民初1153号-间接证据认定意外死亡-胜诉.md","间接证据,证据链,意外死亡认定,举证责任,意外险","160-2020新2826民初1153号-间接证据认定意外死亡-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\08-意外定义争议\判例\164-2019渝05民终8699号-法定继承人协助死因调查-败诉.md","死因调查,尸检义务,配合调查,举证责任,死亡原因不明","164-2019渝05民终8699号-法定继承人协助死因调查-败诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\08-意外定义争议\判例\165-2019津03民终2457号-举证责任再平衡-胜诉.md","举证责任,举证能力,休克死亡,意外事故,因果关系","165-2019津03民终2457号-举证责任再平衡-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\08-意外定义争议\判例\2010-浦民六商初674-其他争议-胜诉.md","猝死, 意外伤害, 举证责任, 尸检, 疾病死亡","2010-浦民六商初674-其他争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\08-意外定义争议\判例\2012-茂中法民四终77-猝死举证责任分配-胜诉.md","猝死,意外伤害,举证责任分配,初步举证,格式条款解释,非病理性猝死","2012-茂中法民四终77-猝死举证责任分配-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\08-意外定义争议\判例\2015-曲少民终106-自杀意外举证责任-胜诉.md","意外定义、自杀认定、举证责任分配、排除他杀、高坠死亡、格式条款解释","2015-曲少民终106-自杀意外举证责任-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\08-意外定义争议\判例\2015-鄂宜昌中民二终00345-意外死亡举证责任分配-胜诉.md","意外伤害，举证责任分配，一切险减去除外责任，初步举证，除外责任，消极事实","2015-鄂宜昌中民二终00345-意外死亡举证责任分配-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\08-意外定义争议\判例\2017-苏0903民初6571号-原因意外结果意外-败诉.md","原因意外,结果意外,意外伤害定义,举证责任,脑出血","2017-苏0903民初6571号-原因意外结果意外-败诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\08-意外定义争议\判例\2018-川0113民初3058号-恶劣工况突发死亡-胜诉.md","意外死亡推定,恶劣工况,举证责任,逻辑推理,经验法则,未及时报案","2018-川0113民初3058号-恶劣工况突发死亡-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\08-意外定义争议\判例\2018-桂01民终57-猝死不认定意外-败诉.md","猝死, 意外伤害认定, 举证责任, 事实推定, 经验法则, 死因鉴定","2018-桂01民终57-猝死不认定意外-败诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\08-意外定义争议\判例\2018-皖08民终1604-无死因鉴定意外死亡认定-胜诉.md","意外死亡认定, 死因鉴定, 举证责任, 保险合同约定鉴定权利","2018-皖08民终1604-无死因鉴定意外死亡认定-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\08-意外定义争议\判例\2019-苏0282民初10106号-死因不明举证责任-胜诉.md","死因不明,举证责任,意外死亡,初步证明义务,残疾人团体意外险","2019-苏0282民初10106号-死因不明举证责任-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\08-意外定义争议\判例\2024-冀0481民初5175-其他争议-二审维持.md","猝死 意外险 年龄限制 免责条款 未如实告知","2024-冀0481民初5175-其他争议-二审维持"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\08-意外定义争议\判例\2024-武汉东湖新技术开发区法院-猝死超24小时-胜诉.md","意外定义争议 猝死 24小时限制条款 抢救时间 不利解释原则 格式条款 强制阅读提示义务 歧义解释","2024-武汉东湖新技术开发区法院-猝死超24小时-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\08-意外定义争议\判例\2025-上海松江法院-外卖小哥猝死调解-胜诉.md","猝死 意外定义 众包外卖员 工作状态认定 调解","2025-上海松江法院-外卖小哥猝死调解-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\08-意外定义争议\判例\2025-上海浦东法院-馒头噎死近因原则-意外定义争议-胜诉.md","猝死 意外伤害 近因原则 举证责任 噎食 调解","2025-上海浦东法院-馒头噎死近因原则-意外定义争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\08-意外定义争议\判例\2025-上海金融法院-韦某出租屋猝死-猝死保险金-部分胜诉.md","意外定义争议 猝死 猝死保险金 举证责任 鉴定意见 不排除猝死","2025-上海金融法院-韦某出租屋猝死-猝死保险金-部分胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\08-意外定义争议\判例\2025-冀11民终1956-其他争议-二审维持.md","其他争议、司乘无忧意外险、保险期间、猝死、缴费即生效、匿名案件","2025-冀11民终1956-其他争议-二审维持"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\08-意外定义争议\判例\2025-洪湖市法院-外卖骑手撞台阶猝死-胜诉.md","意外定义争议 猝死 外卖骑手 众包 免责条款 提示说明义务 主动撤回上诉","2025-洪湖市法院-外卖骑手撞台阶猝死-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\08-意外定义争议\判例\2025-湘01民终13008-其他争议-胜诉.md","意外伤害认定 举证责任 高度盖然性 剪刀剪耳 互联网保险","2025-湘01民终13008-其他争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\08-意外定义争议\判例\2025-芜湖镜湖区法院-施工摔倒死亡-胜诉.md","意外险 团体险 施工 摔倒 举证责任","2025-芜湖镜湖区法院-施工摔倒死亡-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\08-意外定义争议\判例\2025-醴陵市法院-老人摔倒死亡举证责任-意外定义争议-胜诉.md","意外定义 举证责任 意外伤害 初步举证 鉴定义务","2025-醴陵市法院-老人摔倒死亡举证责任-意外定义争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\08-意外定义争议\判例\2025-黑01民终7037-其他争议-二审维持.md","其他争议、代驾意外险、保险期间、后续治疗、因果关系、匿名案件","2025-黑01民终7037-其他争议-二审维持"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\08-意外定义争议\判例\2026-上海金融法院-老人摔倒意外定义争议-胜诉.md","意外伤害 意外定义 摔倒死亡 举证责任 初步举证义务 老年人意外险","2026-上海金融法院-老人摔倒意外定义争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\08-意外定义争议\判例\2026-嘉禾郴州-意外身故比例赔付-部分胜诉.md","意外身故 猝死 比例赔付 免责条款说明义务 尸检 多家保险公司 难以确定 按比例支持","2026-嘉禾郴州-意外身故比例赔付-部分胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\10-诉讼时效争议\判例\2021-长沙芙蓉区法院-诉讼时效争议-胜诉.md","诉讼时效 拖延理赔 拒赔通知 时效起算 保险公司懈怠","2021-长沙芙蓉区法院-诉讼时效争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\10-诉讼时效争议\判例\于某团体险诉讼时效起算案.md","诉讼时效 起算点 团体意外险 不知晓保险合同 公平原则 保险事故定义","于某团体险诉讼时效起算案"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\10-诉讼时效争议\判例\张某意外险诉讼时效起算案.md","诉讼时效 起算点 意外伤害险 伤残程度确定 劳动能力鉴定 时效中断","张某意外险诉讼时效起算案"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\11-承保前出险争议\判例\2001-河南西平县法院-承保前出险-调解.md","承保前出险 格式条款无效 未签单 部分理赔 调解","2001-河南西平县法院-承保前出险-调解"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\11-承保前出险争议\判例\2023-如皋市法院-承保前出险-胜诉.md","承保前出险 保险人调查义务 死亡原因不明 电话无人接听 举证责任","2023-如皋市法院-承保前出险-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\11-承保前出险争议\判例\2026-温宿县法院-承保前出险-胜诉.md","承保前出险 合同成立时点 保险期间 缴费即承保 管理过失","2026-温宿县法院-承保前出险-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\11-承保前出险争议\判例\彭某团体险核保期间出险案.md","承保前出险 收取保费 退费 合同成立 举证责任 团体建工险 既往交易","彭某团体险核保期间出险案"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\11-承保前出险争议\判例\批量案例1.md","承保前出险 核保期间 合同成立 收取保费 举证责任","批量案例1"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\11-承保前出险争议\判例\批量案例10.md","承保前出险 核保期间 合同成立 收取保费 举证责任","批量案例10"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\11-承保前出险争议\判例\批量案例2.md","承保前出险 核保期间 合同成立 收取保费 举证责任","批量案例2"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\11-承保前出险争议\判例\批量案例3.md","承保前出险 核保期间 合同成立 收取保费 举证责任","批量案例3"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\11-承保前出险争议\判例\批量案例4.md","承保前出险 核保期间 合同成立 收取保费 举证责任","批量案例4"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\11-承保前出险争议\判例\批量案例5.md","承保前出险 核保期间 合同成立 收取保费 举证责任","批量案例5"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\11-承保前出险争议\判例\批量案例6.md","承保前出险 核保期间 合同成立 收取保费 举证责任","批量案例6"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\11-承保前出险争议\判例\批量案例7.md","承保前出险 核保期间 合同成立 收取保费 举证责任","批量案例7"
